name,price,url,beds,baths,sqft,year_built,hoa
"2527 E Beechnut Ct, Chandler, AZ 85249",3499900,https://www.redfin.com/AZ/Chandler/2527-E-Beechnut-Ct-85249/home/27407322,5 beds,5.5 baths,7200 sq. ft.,2001,$49/mo
"1014 W Mulberry Dr, Chandler, AZ 85286",729000,https://www.redfin.com/AZ/Chandler/1014-W-Mulberry-Dr-85286/home/27995722,5 beds,2.5 baths,3641 sq. ft.,1999,$73/mo
"1520 E Flint St, Chandler, AZ 85225",520000,https://www.redfin.com/AZ/Chandler/1520-E-Flint-St-85225/home/26899612,3 beds,2.5 baths,2147 sq. ft.,1994,
"231 N Nash Way, Chandler, AZ 85225",505000,https://www.redfin.com/AZ/Chandler/231-N-Nash-Way-85225/home/28024392,3 beds,2.5 baths,2036 sq. ft.,1999,$58/mo
"1806 W Rosewood Ct, Chandler, AZ 85224",610000,https://www.redfin.com/AZ/Chandler/1806-W-Rosewood-Ct-85224/home/28089679,3 beds,2 baths,1896 sq. ft.,1980,
"2112 E Yellowstone PL Pl, Chandler, AZ 85249",682000,https://www.redfin.com/AZ/Chandler/2112-E-Yellowstone-Pl-85249/home/28076078,4 beds,2 baths,2129 sq. ft.,2005,$75/mo
"5601 W Whitten St, Chandler, AZ 85226",424500,https://www.redfin.com/AZ/Chandler/5601-W-Whitten-St-85226/home/27802928,2 beds,2 baths,1073 sq. ft.,1986,
"821 E Chicago St, Chandler, AZ 85225",609800,https://www.redfin.com/AZ/Chandler/821-E-Chicago-St-85225/home/27353538,4 beds,2 baths,2045 sq. ft.,1994,$33/mo
"12548 E Cloud Rd, Chandler, AZ 85249",1174900,https://www.redfin.com/AZ/Chandler/12548-E-Cloud-Rd-85249/home/27753030,3 beds,2 baths,2245 sq. ft.,1988,
"2886 E Hazeltine Way, Chandler, AZ 85249",759900,https://www.redfin.com/AZ/Chandler/2886-E-Hazeltine-Way-85249/home/27950254,4 beds,3 baths,3303 sq. ft.,2003,$67/mo
"4968 E Westchester Dr, Chandler, AZ 85249",529900,https://www.redfin.com/AZ/Chandler/4968-E-Westchester-Dr-85249/home/27645721,5 beds,2 baths,1972 sq. ft.,2004,$61/mo
"401 N Cholla St, Chandler, AZ 85224",785000,https://www.redfin.com/AZ/Chandler/401-N-Cholla-St-85224/home/27928865,4 beds,2.5 baths,3027 sq. ft.,1987,$52/mo
"345 N Scott Dr, Chandler, AZ 85225",615000,https://www.redfin.com/AZ/Chandler/345-N-Scott-Dr-85225/home/27426638,4 beds,2.5 baths,2407 sq. ft.,1999,$58/mo
"1770 W Browning Way, Chandler, AZ 85286",585000,https://www.redfin.com/AZ/Chandler/1770-W-Browning-Way-85286/home/28180293,3 beds,2 baths,1963 sq. ft.,1994,$39/mo
"9203 S Heather Dr, Tempe, AZ 85284",675000,https://www.redfin.com/AZ/Tempe/9203-S-Heather-Dr-85284/home/27054284,3 beds,2 baths,1999 sq. ft.,1983,
"2260 E Binner Dr, Chandler, AZ 85225",550000,https://www.redfin.com/AZ/Chandler/2260-E-Binner-Dr-85225/home/26997246,3 beds,2 baths,1999 sq. ft.,1999,$58/mo
"3165 W Golden Ln, Chandler, AZ 85226",679900,https://www.redfin.com/AZ/Chandler/3165-W-Golden-Ln-85226/home/27461695,5 beds,3.5 baths,3266 sq. ft.,1988,$44/mo
"455 W Honeysuckle Dr, Chandler, AZ 85248",700000,https://www.redfin.com/AZ/Chandler/455-W-Honeysuckle-Dr-85248/home/27728224,3 beds,2 baths,2253 sq. ft.,2006,$66/mo
"1560 E Flint St, Chandler, AZ 85225",535000,https://www.redfin.com/AZ/Chandler/1560-E-Flint-St-85225/home/28085133,5 beds,3 baths,2377 sq. ft.,1994,
"5330 W Morgan Pl, Chandler, AZ 85226",630000,https://www.redfin.com/AZ/Chandler/5330-W-Morgan-Pl-85226/home/27387784,4 beds,2.5 baths,2319 sq. ft.,1997,$55/mo
"4584 W Detroit St, Chandler, AZ 85226",799800,https://www.redfin.com/AZ/Chandler/4584-W-Detroit-St-85226/home/27721794,4 beds,2 baths,2431 sq. ft.,1996,$43/mo
"3 S 130th Pl, Chandler, AZ 85225",410000,https://www.redfin.com/AZ/Chandler/3-S-130th-Pl-85225/home/27802074,3 beds,2 baths,1160 sq. ft.,1979,
"1915 E Golden Ct, Chandler, AZ 85225",459990,https://www.redfin.com/AZ/Chandler/1915-E-Golden-Ct-85225/home/28285395,3 beds,2 baths,1644 sq. ft.,1992,$30/mo
"6883 S Gemstone Pl, Chandler, AZ 85249",559900,https://www.redfin.com/AZ/Chandler/6883-S-Gemstone-Pl-85249/home/26911035,4 beds,2 baths,2232 sq. ft.,2004,$65/mo
"2109 W EL Alba Way, Chandler, AZ 85224",608000,https://www.redfin.com/AZ/Chandler/2109-W-El-Alba-Way-85224/home/28269663,4 beds,2 baths,2040 sq. ft.,1983,
"235 S Kingston St, Chandler, AZ 85225",490000,https://www.redfin.com/AZ/Chandler/235-S-Kingston-St-85225/home/27483116,3 beds,2 baths,1574 sq. ft.,1996,$37/mo
"2609 N Pleasant Dr, Chandler, AZ 85225",484000,https://www.redfin.com/AZ/Chandler/2609-N-Pleasant-Dr-85225/home/27345430,3 beds,2 baths,1463 sq. ft.,1980,
"735 W Ivanhoe St, Gilbert, AZ 85233",619000,https://www.redfin.com/AZ/Gilbert/735-W-Ivanhoe-St-85233/home/27126145,4 beds,2 baths,1922 sq. ft.,1997,$50/mo
"343 S Cottonwood St, Chandler, AZ 85225",629999,https://www.redfin.com/AZ/Chandler/343-S-Cottonwood-St-85225/home/28194700,4 beds,2 baths,1808 sq. ft.,2000,$45/mo
"12228 E Wood Dr, Chandler, AZ 85249",2600000,https://www.redfin.com/AZ/Chandler/12228-E-Wood-Dr-85249/home/27212409,5 beds,4.5 baths,4967 sq. ft.,2016,
"5170 W Ivanhoe St, Chandler, AZ 85226",580000,https://www.redfin.com/AZ/Chandler/5170-W-Ivanhoe-St-85226/home/27652236,4 beds,2.5 baths,2328 sq. ft.,1994,$62/mo
"368 E Campbell Rd, Chandler, AZ 85225",1080000,https://www.redfin.com/AZ/Chandler/368-E-Campbell-Rd-85225/home/27846008,5 beds,4 baths,2500 sq. ft.,1974,
"1631 E Carla Vista Dr, Chandler, AZ 85225",575000,https://www.redfin.com/AZ/Chandler/1631-E-Carla-Vista-Dr-85225/home/27522723,3 beds,2 baths,2060 sq. ft.,1995,
"4925 W Buffalo St, Chandler, AZ 85226",545000,https://www.redfin.com/AZ/Chandler/4925-W-Buffalo-St-85226/home/27265587,4 beds,2 baths,1802 sq. ft.,1994,
"843 N Evergreen St, Chandler, AZ 85225",470000,https://www.redfin.com/AZ/Chandler/843-N-Evergreen-St-85225/home/27270119,3 beds,2 baths,1442 sq. ft.,1960,
"1266 S Harrington St, Gilbert, AZ 85233",685000,https://www.redfin.com/AZ/Gilbert/1266-S-Harrington-St-85233/home/27897162,4 beds,3 baths,2836 sq. ft.,1999,$60/mo
"1227 W Highland St, Chandler, AZ 85224",414900,https://www.redfin.com/AZ/Chandler/1227-W-Highland-St-85224/home/26878752,3 beds,2.5 baths,1783 sq. ft.,1984,$42/mo
"12501 E Cloud Rd, Chandler, AZ 85249",825000,https://www.redfin.com/AZ/Chandler/12501-E-Cloud-Rd-85249/home/27469689,5 beds,3 baths,1690 sq. ft.,1998,
"5215 W Del Rio St, Chandler, AZ 85226",799999,https://www.redfin.com/AZ/Chandler/5215-W-Del-Rio-St-85226/home/27309491,5 beds,3.5 baths,3175 sq. ft.,1993,$62/mo
"3877 W Butler St, Chandler, AZ 85226",380000,https://www.redfin.com/AZ/Chandler/3877-W-Butler-St-85226/home/28001679,2 beds,2 baths,1101 sq. ft.,1985,$66/mo
"1360 W Folley St, Chandler, AZ 85224",499000,https://www.redfin.com/AZ/Chandler/1360-W-Folley-St-85224/home/28132191,3 beds,2 baths,1710 sq. ft.,1988,$35/mo
"3411 S Vine St, Chandler, AZ 85248",749000,https://www.redfin.com/AZ/Chandler/3411-S-Vine-St-85248/home/28122074,5 beds,3 baths,3070 sq. ft.,1998,$60/mo
"515 S Apache Dr, Chandler, AZ 85224",475000,https://www.redfin.com/AZ/Chandler/515-S-Apache-Dr-85224/home/27581483,4 beds,2.5 baths,1777 sq. ft.,1993,$35/mo
"2050 N 90th Pl, Chandler, AZ 85224",1399900,https://www.redfin.com/AZ/Chandler/2050-N-90th-Pl-85224/home/27471710,4 beds,2 baths,1916 sq. ft.,1975,
"6228 S Nash Way, Chandler, AZ 85249",412500,https://www.redfin.com/AZ/Chandler/6228-S-Nash-Way-85249/home/28405456,3 beds,2 baths,1240 sq. ft.,1999,$75/mo
"124 S Cottonwood St, Chandler, AZ 85225",442500,https://www.redfin.com/AZ/Chandler/124-S-Cottonwood-St-85225/home/28003787,3 beds,2 baths,1320 sq. ft.,1984,
"2818 N Yucca St, Chandler, AZ 85224",899900,https://www.redfin.com/AZ/Chandler/2818-N-Yucca-St-85224/home/27660538,5 beds,3 baths,2801 sq. ft.,1985,
"847 W Harrison St, Chandler, AZ 85225",334950,https://www.redfin.com/AZ/Chandler/847-W-Harrison-St-85225/home/27061618,3 beds,2 baths,1230 sq. ft.,1971,
"501 N Delaware St, Chandler, AZ 85225",589998,https://www.redfin.com/AZ/Chandler/501-N-Delaware-St-85225/home/28274897,3 beds,2 baths,1396 sq. ft.,1941,
"2882 E Indian Wells Pl, Chandler, AZ 85249",590000,https://www.redfin.com/AZ/Chandler/2882-E-Indian-Wells-Pl-85249/home/27803972,4 beds,2 baths,2171 sq. ft.,2000,$43/mo
"4615 W Boston St, Chandler, AZ 85226",550000,https://www.redfin.com/AZ/Chandler/4615-W-Boston-St-85226/home/27056524,4 beds,2.5 baths,2004 sq. ft.,1981,
"4134 E Bellerive Dr, Chandler, AZ 85249",522995,https://www.redfin.com/AZ/Chandler/4134-E-Bellerive-Dr-85249/home/28302230,4 beds,2.5 baths,2467 sq. ft.,2007,$65/mo
"300 N Gila Springs Blvd #144, Chandler, AZ 85226",510000,https://www.redfin.com/AZ/Chandler/300-N-Gila-Springs-Blvd-85226/unit-144/home/27212246,4 beds,2.5 baths,1937 sq. ft.,2021,$27/mo
"1708 W Seagull Ct, Chandler, AZ 85286",555555,https://www.redfin.com/AZ/Chandler/1708-W-Seagull-Ct-85286/home/28363555,4 beds,3 baths,2096 sq. ft.,2011,$74/mo
"2416 W Stottler Dr, Chandler, AZ 85224",444900,https://www.redfin.com/AZ/Chandler/2416-W-Stottler-Dr-85224/home/27062826,3 beds,2 baths,1296 sq. ft.,1981,
"1449 E Kent Ave, Chandler, AZ 85225",575000,https://www.redfin.com/AZ/Chandler/1449-E-Kent-Ave-85225/home/28048833,4 beds,2 baths,1720 sq. ft.,1987,$30/mo
"473 S Delaware St, Chandler, AZ 85225",349900,https://www.redfin.com/AZ/Chandler/473-S-Delaware-St-85225/home/27605817,2 beds,1 baths,805 sq. ft.,1956,
"2624 E LA Costa Dr, Chandler, AZ 85249",395000,https://www.redfin.com/AZ/Chandler/2624-E-La-Costa-Dr-85249/home/28144466,3 beds,2 baths,1387 sq. ft.,2000,$64/mo
"4552 E County Down Dr, Chandler, AZ 85249",499500,https://www.redfin.com/AZ/Chandler/4552-E-County-Down-Dr-85249/home/28047857,4 beds,2 baths,2082 sq. ft.,2004,$61/mo
"4643 E Cherry Hills Dr, Chandler, AZ 85249",439900,https://www.redfin.com/AZ/Chandler/4643-E-Cherry-Hills-Dr-85249/home/27892409,3 beds,2 baths,1667 sq. ft.,2002,$65/mo
"291 N Washington St, Chandler, AZ 85225",679000,https://www.redfin.com/AZ/Chandler/291-N-Washington-St-85225/home/27494907,2 beds,2 baths,1480 sq. ft.,1940,
"4235 W Harrison St, Chandler, AZ 85226",820000,https://www.redfin.com/AZ/Chandler/4235-W-Harrison-St-85226/home/27478938,5 beds,2.5 baths,3419 sq. ft.,1994,$41/mo
"6915 S Sapphire Way, Chandler, AZ 85249",590000,https://www.redfin.com/AZ/Chandler/6915-S-Sapphire-Way-85249/home/28112806,4 beds,2.5 baths,2463 sq. ft.,2005,$65/mo
"1773 E Constitution Dr, Chandler, AZ 85225",468000,https://www.redfin.com/AZ/Chandler/1773-E-Constitution-Dr-85225/home/27389508,3 beds,2 baths,1541 sq. ft.,1995,$30/mo
"2801 N Dakota St, Chandler, AZ 85225",495000,https://www.redfin.com/AZ/Chandler/2801-N-Dakota-St-85225/home/27585058,3 beds,2 baths,1622 sq. ft.,1979,
"5031 W Ivanhoe St, Chandler, AZ 85226",670000,https://www.redfin.com/AZ/Chandler/5031-W-Ivanhoe-St-85226/home/27335475,4 beds,2 baths,2107 sq. ft.,1995,$62/mo
"1502 E Detroit St, Chandler, AZ 85225",511000,https://www.redfin.com/AZ/Chandler/1502-E-Detroit-St-85225/home/28078128,3 beds,2 baths,1600 sq. ft.,1994,
"2142 E Wildhorse Dr, Chandler, AZ 85286",567000,https://www.redfin.com/AZ/Chandler/2142-E-Wildhorse-Dr-85286/home/27798194,4 beds,2 baths,2062 sq. ft.,2000,$63/mo
"1473 W Flamingo Dr, Chandler, AZ 85286",515000,https://www.redfin.com/AZ/Chandler/1473-W-Flamingo-Dr-85286/home/28242783,3 beds,2 baths,1802 sq. ft.,2006,$66/mo
"4660 E Torrey Pines Ln, Chandler, AZ 85249",590000,https://www.redfin.com/AZ/Chandler/4660-E-Torrey-Pines-Ln-85249/home/27278989,4 beds,2.5 baths,2193 sq. ft.,2002,$61/mo
"802 N Butte Ave, Chandler, AZ 85226",930000,https://www.redfin.com/AZ/Chandler/802-N-Butte-Ave-85226/home/27680153,4 beds,3.5 baths,3848 sq. ft.,1994,$43/mo
"3702 W Megan St, Chandler, AZ 85226",474999,https://www.redfin.com/AZ/Chandler/3702-W-Megan-St-85226/home/27264324,3 beds,2 baths,1659 sq. ft.,1992,$40/mo
"4165 W Park Ave, Chandler, AZ 85226",460000,https://www.redfin.com/AZ/Chandler/4165-W-Park-Ave-85226/home/27251373,3 beds,2 baths,1424 sq. ft.,1984,$53/mo
"3602 W Barcelona Dr, Chandler, AZ 85226",700000,https://www.redfin.com/AZ/Chandler/3602-W-Barcelona-Dr-85226/home/27277002,4 beds,2 baths,2590 sq. ft.,1991,$27/mo
"6993 S Ruby Dr, Chandler, AZ 85249",479900,https://www.redfin.com/AZ/Chandler/6993-S-Ruby-Dr-85249/home/28061574,3 beds,2 baths,1576 sq. ft.,2004,$61/mo
"1409 W Maria Ln, Tempe, AZ 85284",600000,https://www.redfin.com/AZ/Tempe/1409-W-Maria-Ln-85284/home/27505328,4 beds,2 baths,2109 sq. ft.,1994,$55/mo
"248 S 95th Pl, Chandler, AZ 85224",399999,https://www.redfin.com/AZ/Chandler/248-S-95th-Pl-85224/home/27423943,3 beds,1 baths,1288 sq. ft.,1975,
"1582 W Chicago St, Chandler, AZ 85224",639000,https://www.redfin.com/AZ/Chandler/1582-W-Chicago-St-85224/home/27607208,4 beds,2 baths,1902 sq. ft.,1992,$42/mo
"1714 N Pleasant Dr, Chandler, AZ 85225",487775,https://www.redfin.com/AZ/Chandler/1714-N-Pleasant-Dr-85225/home/27268671,3 beds,2 baths,1356 sq. ft.,1983,
"1540 W Orchid Ln, Chandler, AZ 85224",550000,https://www.redfin.com/AZ/Chandler/1540-W-Orchid-Ln-85224/home/26872515,3 beds,2.5 baths,1918 sq. ft.,1992,$40/mo
"1328 E Binner Dr, Chandler, AZ 85225",519900,https://www.redfin.com/AZ/Chandler/1328-E-Binner-Dr-85225/home/27612006,4 beds,2 baths,1637 sq. ft.,1997,
"2804 W Curry St, Chandler, AZ 85224",515000,https://www.redfin.com/AZ/Chandler/2804-W-Curry-St-85224/home/26860927,3 beds,2 baths,1700 sq. ft.,1979,
"2442 E Winged Foot Dr, Chandler, AZ 85249",645000,https://www.redfin.com/AZ/Chandler/2442-E-Winged-Foot-Dr-85249/home/27547964,4 beds,2.5 baths,2884 sq. ft.,2001,$40/mo
"6703 W Linda Ln, Chandler, AZ 85226",450000,https://www.redfin.com/AZ/Chandler/6703-W-Linda-Ln-85226/home/27808623,3 beds,2 baths,1567 sq. ft.,1995,$50/mo
"1971 E Yellowstone Pl, Chandler, AZ 85249",849000,https://www.redfin.com/AZ/Chandler/1971-E-Yellowstone-Pl-85249/home/28007814,6 beds,3.5 baths,3996 sq. ft.,2004,$75/mo
"501 W Linda Ln, Chandler, AZ 85225",459000,https://www.redfin.com/AZ/Chandler/501-W-Linda-Ln-85225/home/27339027,3 beds,2 baths,1978 sq. ft.,1965,
"142 W Ivanhoe Pl, Chandler, AZ 85225",399999,https://www.redfin.com/AZ/Chandler/142-W-Ivanhoe-Pl-85225/home/28081254,3 beds,2 baths,1619 sq. ft.,1961,
"23724 S 126th St, Chandler, AZ 85249",1940000,https://www.redfin.com/AZ/Chandler/23724-S-126th-St-85249/home/27314687,4 beds,3 baths,3084 sq. ft.,2006,
"1231 W Hawken Way, Chandler, AZ 85286",550000,https://www.redfin.com/AZ/Chandler/1231-W-Hawken-Way-85286/home/27664484,3 beds,2 baths,1993 sq. ft.,1998,$73/mo
"Prairie Willow Plan, Chandler, AZ 85224",749990,https://www.redfin.com/AZ/Chandler/Chandler/Prairie-Willow/home/193521977,5 beds,3 baths,2339 sq. ft.,,
"115 S Galaxy Dr, Chandler, AZ 85226",1099900,https://www.redfin.com/AZ/Chandler/115-S-Galaxy-Dr-85226/home/26988864,4 beds,3.5 baths,3000 sq. ft.,2017,
"3401 N Dakota St, Chandler, AZ 85225",530000,https://www.redfin.com/AZ/Chandler/3401-N-Dakota-St-85225/home/28337240,3 beds,2 baths,2116 sq. ft.,1980,
"2811 E Riviera Pl, Chandler, AZ 85249",740000,https://www.redfin.com/AZ/Chandler/2811-E-Riviera-Pl-85249/home/27843288,4 beds,3 baths,3114 sq. ft.,2001,$40/mo
"1207 N Velero St, Chandler, AZ 85225",619900,https://www.redfin.com/AZ/Chandler/1207-N-Velero-St-85225/home/27442340,4 beds,3 baths,2316 sq. ft.,1991,$30/mo
"6321 S Teresa Dr, Chandler, AZ 85249",499500,https://www.redfin.com/AZ/Chandler/6321-S-Teresa-Dr-85249/home/28296455,4 beds,3 baths,2223 sq. ft.,2000,$43/mo
"887 W Shannon St, Chandler, AZ 85225",452900,https://www.redfin.com/AZ/Chandler/887-W-Shannon-St-85225/home/27932625,3 beds,2 baths,1669 sq. ft.,1971,
"2474 E Westchester Dr, Chandler, AZ 85249",600000,https://www.redfin.com/AZ/Chandler/2474-E-Westchester-Dr-85249/home/27597003,4 beds,2.5 baths,2884 sq. ft.,2001,$38/mo
"851 N Pineview Dr, Chandler, AZ 85226",660000,https://www.redfin.com/AZ/Chandler/851-N-Pineview-Dr-85226/home/28399564,4 beds,2 baths,2111 sq. ft.,1993,$50/mo
"5389 S Scott Pl, Chandler, AZ 85249",679000,https://www.redfin.com/AZ/Chandler/5389-S-Scott-Pl-85249/home/28410683,5 beds,3.5 baths,4015 sq. ft.,2004,$58/mo
"2190 E Nolan Pl, Chandler, AZ 85249",1441308,https://www.redfin.com/AZ/Chandler/2190-E-Nolan-Pl-85249/home/192461329,4 beds,3.5 baths,3610 sq. ft.,2024,
"745 E Megan St, Chandler, AZ 85225",494900,https://www.redfin.com/AZ/Chandler/745-E-Megan-St-85225/home/27362926,3 beds,2 baths,1861 sq. ft.,1996,$48/mo
"131 W Tulsa St, Chandler, AZ 85225",465000,https://www.redfin.com/AZ/Chandler/131-W-Tulsa-St-85225/home/28329917,4 beds,3 baths,1476 sq. ft.,1947,
"Ascent Plan, Chandler, AZ 85249",1269900,https://www.redfin.com/AZ/Chandler/Chandler/Ascent/home/190736382,4 beds,4.5 baths,3705 sq. ft.,,
"Aspire Plan, Chandler, AZ 85249",1249900,https://www.redfin.com/AZ/Chandler/Chandler/Aspire/home/190736095,3 beds,3.5 baths,3610 sq. ft.,,
"Allure Plan, Chandler, AZ 85249",1254900,https://www.redfin.com/AZ/Chandler/Chandler/Allure/home/190736249,3 beds,3.5 baths,3640 sq. ft.,,
"Paseo Plan, Chandler, AZ 85225",624000,https://www.redfin.com/AZ/Chandler/Chandler/Paseo/home/190390617,4 beds,3.5 baths,2039 sq. ft.,,$75/mo
"Homestead Plan, Chandler, AZ 85225",632500,https://www.redfin.com/AZ/Chandler/Chandler/Homestead/home/190390614,4 beds,3.5 baths,2093 sq. ft.,,$75/mo
"5615 W Folley St, Chandler, AZ 85226",499000,https://www.redfin.com/AZ/Chandler/5615-W-Folley-St-85226/home/27327651,4 beds,2 baths,2040 sq. ft.,1986,
"1335 W Straford Dr, Chandler, AZ 85224",474900,https://www.redfin.com/AZ/Chandler/1335-W-Straford-Dr-85224/home/27579293,4 beds,2.5 baths,1548 sq. ft.,1985,$48/mo
"1831 W Armstrong Way, Chandler, AZ 85286",725000,https://www.redfin.com/AZ/Chandler/1831-W-Armstrong-Way-85286/home/27289986,4 beds,3 baths,2747 sq. ft.,1997,$47/mo
"761 W Gail Dr, Chandler, AZ 85225",520000,https://www.redfin.com/AZ/Chandler/761-W-Gail-Dr-85225/home/28116791,4 beds,2 baths,1714 sq. ft.,1973,
"3821 W Barcelona Dr, Chandler, AZ 85226",599900,https://www.redfin.com/AZ/Chandler/3821-W-Barcelona-Dr-85226/home/27616123,3 beds,2.5 baths,2000 sq. ft.,1993,$27/mo
"708 N Country Club Way, Chandler, AZ 85226",434999,https://www.redfin.com/AZ/Chandler/708-N-Country-Club-Way-85226/home/27931238,3 beds,2 baths,1554 sq. ft.,1986,$28/mo
"4566 E LA Costa Dr, Chandler, AZ 85249",525000,https://www.redfin.com/AZ/Chandler/4566-E-La-Costa-Dr-85249/home/28036703,3 beds,2 baths,2309 sq. ft.,2002,$65/mo
"5734 W Commonwealth Pl, Chandler, AZ 85226",420000,https://www.redfin.com/AZ/Chandler/5734-W-Commonwealth-Pl-85226/home/27042058,2 beds,2 baths,1078 sq. ft.,1987,$68/mo
"1407 W Chilton St, Chandler, AZ 85224",400000,https://www.redfin.com/AZ/Chandler/1407-W-Chilton-St-85224/home/27584630,3 beds,2 baths,1285 sq. ft.,1983,
"4093 E Westchester Dr, Chandler, AZ 85249",549900,https://www.redfin.com/AZ/Chandler/4093-E-Westchester-Dr-85249/home/28071874,3 beds,2 baths,1764 sq. ft.,2005,$65/mo
"3608 W Fairview Ln, Chandler, AZ 85226",550000,https://www.redfin.com/AZ/Chandler/3608-W-Fairview-Ln-85226/home/27283596,3 beds,2 baths,1570 sq. ft.,1986,
"403 N Monte Vista St, Chandler, AZ 85225",475000,https://www.redfin.com/AZ/Chandler/403-N-Monte-Vista-St-85225/home/28104918,3 beds,2 baths,1454 sq. ft.,1995,
"2207 W Bentrup St, Chandler, AZ 85224",400000,https://www.redfin.com/AZ/Chandler/2207-W-Bentrup-St-85224/home/27064656,3 beds,1 baths,1113 sq. ft.,1979,
"Oban Plan, Chandler, AZ 85249",738990,https://www.redfin.com/AZ/Chandler/Chandler/Oban/home/196205165,3 beds,3 baths,2567 sq. ft.,,
"Reine Plan, Chandler, AZ 85249",763990,https://www.redfin.com/AZ/Chandler/Chandler/Reine/home/196205161,5 beds,3.5 baths,2854 sq. ft.,,
"Cork Plan, Chandler, AZ 85249",701990,https://www.redfin.com/AZ/Chandler/Chandler/Cork/home/196205159,4 beds,3 baths,2147 sq. ft.,,
"Vienne Plan, Chandler, AZ 85249",808990,https://www.redfin.com/AZ/Chandler/Chandler/Vienne/home/196205157,6 beds,4.5 baths,3363 sq. ft.,,
"840 E Baylor Ln, Chandler, AZ 85225",509900,https://www.redfin.com/AZ/Chandler/840-E-Baylor-Ln-85225/home/26934625,4 beds,2 baths,1522 sq. ft.,1994,$30/mo
"5580 W Kesler St, Chandler, AZ 85226",499900,https://www.redfin.com/AZ/Chandler/5580-W-Kesler-St-85226/home/27350529,3 beds,2 baths,1700 sq. ft.,1987,$53/mo
"1032 E Sheffield Ave, Chandler, AZ 85225",634995,https://www.redfin.com/AZ/Chandler/1032-E-Sheffield-Ave-85225/home/27824694,3 beds,2.5 baths,2376 sq. ft.,1993,$19/mo
"1441 E Folley Pl, Chandler, AZ 85225",725000,https://www.redfin.com/AZ/Chandler/1441-E-Folley-Pl-85225/home/27341839,4 beds,3.5 baths,2741 sq. ft.,2000,$66/mo
"823 W Kyle Ct, Gilbert, AZ 85233",435000,https://www.redfin.com/AZ/Gilbert/823-W-Kyle-Ct-85233/home/27928776,3 beds,2 baths,1092 sq. ft.,1989,$55/mo
"1212 W Glenmere Dr, Chandler, AZ 85224",559900,https://www.redfin.com/AZ/Chandler/1212-W-Glenmere-Dr-85224/home/27886115,4 beds,2.5 baths,2219 sq. ft.,1992,$38/mo
"3955 W Cindy St, Chandler, AZ 85226",535000,https://www.redfin.com/AZ/Chandler/3955-W-Cindy-St-85226/home/27589390,3 beds,2 baths,1616 sq. ft.,1985,$62/mo
"1630 W Calle Del Norte --, Chandler, AZ 85224",565000,https://www.redfin.com/AZ/Chandler/1630-W-Calle-del-Norte-85224/home/27538244,3 beds,2 baths,2051 sq. ft.,1985,
"3855 W Denver St, Chandler, AZ 85226",439900,https://www.redfin.com/AZ/Chandler/3855-W-Denver-St-85226/home/27971431,3 beds,2.5 baths,1339 sq. ft.,1986,$62/mo
"4523 E Gleneagle Dr, Chandler, AZ 85249",564900,https://www.redfin.com/AZ/Chandler/4523-E-Gleneagle-Dr-85249/home/28128554,3 beds,2 baths,1941 sq. ft.,2005,$62/mo
"3622 E Sparrow Pl, Chandler, AZ 85286",635000,https://www.redfin.com/AZ/Chandler/3622-E-Sparrow-Pl-85286/home/28421056,4 beds,2 baths,2049 sq. ft.,2009,$73/mo
"647 W Mission Dr, Chandler, AZ 85225",485000,https://www.redfin.com/AZ/Chandler/647-W-Mission-Dr-85225/home/28012934,3 beds,2 baths,1747 sq. ft.,1985,
"3123 E Buena Vista Dr, Chandler, AZ 85249",659990,https://www.redfin.com/AZ/Chandler/3123-E-Buena-Vista-Dr-85249/home/28368055,4 beds,2.5 baths,3113 sq. ft.,2002,$60/mo
"2069 E Winchester Way, Chandler, AZ 85286",649900,https://www.redfin.com/AZ/Chandler/2069-E-Winchester-Way-85286/home/27840421,4 beds,3 baths,2322 sq. ft.,2001,$70/mo
"1381 W Gary Dr, Chandler, AZ 85224",480000,https://www.redfin.com/AZ/Chandler/1381-W-Gary-Dr-85224/home/27296590,3 beds,2 baths,1468 sq. ft.,1993,$38/mo
"1371 W Gary Dr, Chandler, AZ 85224",452000,https://www.redfin.com/AZ/Chandler/1371-W-Gary-Dr-85224/home/27658144,3 beds,2 baths,1608 sq. ft.,1992,$38/mo
"498 W Gail Dr, Chandler, AZ 85225",475000,https://www.redfin.com/AZ/Chandler/498-W-Gail-Dr-85225/home/27268496,4 beds,2 baths,2583 sq. ft.,1970,
